Artificial Intelligence,B1 - Bachelor 1. Jahr,B2 - Bachelor 2. Jahr,B3 - Bachelor 3. Jahr,Betriebswirtschaftslehre,Biologische Chemie,Chemie,D - Diplom,Informatik,Informationselektronik,KS,Kunststofftechnik,M1 - Master 1. Jahr,M2 - Master 2. Jahr,Maschinenbau,Mathematik,Mechatronik,Medical Engineering,None_level,None_sa,Pädagogik,Rechtswissenschaften,Sozialwissenschaften,Statistik,UE,VL,Volkswirtschaftslehre,Wirtschaftsinformatik,calendarweek,calendarweek1,calendarweek2,coursenumber,ects,endtime,endtime1,endtime2,exam,occcount,occrate,registered,roomcapacity,roomid,starttime,starttime1,starttime2,test,tutorium,weekday,weekday1,weekday2
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0.9854499999999999,0.38034999999999997,378.014,4.5,2024-04-09 17:00:00,0.01705000000000001,0.37060000000000004,False,-1,-1.0,73,-1,-1,2024-04-09 13:45:00,0.27885,0.051549999999999985,False,False,Di.,0.89,0.81
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,15,0.9854499999999999,0.38034999999999997,367.044,3.0,2024-04-09 15:15:00,0.12409999999999999,0.17035,False,-1,-1.0,166,-1,-1,2024-04-09 13:45:00,0.27885,0.051549999999999985,False,False,Di.,0.89,0.81
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,15,0.9854499999999999,0.38034999999999997,531.208,4.0,2024-04-09 15:15:00,0.12409999999999999,0.17035,False,-1,-1.0,76,-1,-1,2024-04-09 13:45:00,0.27885,0.051549999999999985,False,False,Di.,0.89,0.81
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,15,0.9854499999999999,0.38034999999999997,531.413,2.0,2024-04-09 15:15:00,0.12409999999999999,0.17035,False,-1,-1.0,9,-1,-1,2024-04-09 13:45:00,0.27885,0.051549999999999985,False,False,Di.,0.89,0.81
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0.9854499999999999,0.38034999999999997,229.054,6.0,2024-04-09 18:00:00,0.0,0.5,False,41,0.2971014492753623,138,152,1,2024-04-09 15:30:00,0.1033,0.1956,False,False,Di.,0.89,0.81
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0.9854499999999999,0.38034999999999997,340.400,3.0,2024-04-09 17:00:00,0.01705000000000001,0.37060000000000004,False,18,0.12857142857142856,140,164,0,2024-04-09 15:30:00,0.1033,0.1956,False,False,Di.,0.89,0.81
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0.9854499999999999,0.38034999999999997,239.527,3.0,2024-04-09 17:00:00,0.01705000000000001,0.37060000000000004,False,-1,-1.0,87,-1,-1,2024-04-09 15:30:00,0.1033,0.1956,False,False,Di.,0.89,0.81
0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0.9854499999999999,0.38034999999999997,243.001,6.0,2024-04-09 18:45:00,0.009599999999999997,0.59755,False,-1,-1.0,72,-1,-1,2024-04-09 15:30:00,0.1033,0.1956,False,False,Di.,0.89,0.81
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,0.9854499999999999,0.38034999999999997,233.KS2,4.0,2024-04-09 18:45:00,0.009599999999999997,0.59755,False,-1,-1.0,59,-1,-1,2024-04-09 17:15:00,0.009599999999999997,0.40245,False,False,Di.,0.89,0.81
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0.9854499999999999,0.38034999999999997,190.035,3.0,2024-04-10 23:59:00,0.4978,1.0,False,-1,-1.0,64,-1,-1,2024-04-10 00:00:00,0.5,1.0,True,False,Mi.,0.985,0.39
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,15,0.9854499999999999,0.38034999999999997,239.010,3.0,2024-04-10 10:00:00,0.75,0.067,False,-1,-1.0,0,-1,-1,2024-04-10 07:45:00,0.94845,0.27885,False,False,Mi.,0.985,0.39
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0.9854499999999999,0.38034999999999997,382.059,4.5,2024-04-10 11:00:00,0.6294,0.01705000000000001,False,-1,-1.0,53,-1,-1,2024-04-10 08:30:00,0.8967,0.1956,False,False,Mi.,0.985,0.39
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,15,0.9854499999999999,0.38034999999999997,368.102,7.5,2024-04-10 10:00:00,0.75,0.067,False,-1,-1.0,43,-1,-1,2024-04-10 08:30:00,0.8967,0.1956,False,False,Mi.,0.985,0.39
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0.9854499999999999,0.38034999999999997,379.020,3.0,2024-04-10 10:00:00,0.75,0.067,False,-1,-1.0,18,-1,-1,2024-04-10 08:30:00,0.8967,0.1956,False,False,Mi.,0.985,0.39
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0.9854499999999999,0.38034999999999997,334.005,3.0,2024-04-10 10:00:00,0.75,0.067,False,-1,-1.0,52,-1,-1,2024-04-10 08:30:00,0.8967,0.1956,False,False,Mi.,0.985,0.39
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0.9854499999999999,0.38034999999999997,371.000,3.0,2024-04-10 10:00:00,0.75,0.067,False,41,0.27702702702702703,148,164,0,2024-04-10 08:30:00,0.8967,0.1956,False,False,Mi.,0.985,0.39
0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0.9854499999999999,0.38034999999999997,231.117,3.0,2024-04-10 10:00:00,0.75,0.067,False,-1,-1.0,89,-1,-1,2024-04-10 08:30:00,0.8967,0.1956,False,False,Mi.,0.985,0.39
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,15,0.9854499999999999,0.38034999999999997,239.506,3.0,2024-04-10 11:45:00,0.5327,0.0010499999999999954,False,-1,-1.0,41,-1,-1,2024-04-10 10:15:00,0.72115,0.051549999999999985,False,False,Mi.,0.985,0.39
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,0.9854499999999999,0.38034999999999997,327.029,6.0,2024-04-10 11:45:00,0.5327,0.0010499999999999954,False,32,0.3368421052631579,95,152,1,2024-04-10 10:15:00,0.72115,0.051549999999999985,False,False,Mi.,0.985,0.39
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,15,0.9854499999999999,0.38034999999999997,531.170,2.0,2024-04-10 11:45:00,0.5327,0.0010499999999999954,False,41,0.41836734693877553,98,164,0,2024-04-10 10:15:00,0.72115,0.051549999999999985,False,False,Mi.,0.985,0.39
