datetime,occcount,occrate,occcountdiff,occratediff,lecture,maxoccrate,lecturerampafter,lecturerampbefore,test,maxoccrateestimate,exam,tutorium,registered,coursenumber,maxocccount,maxocccountestimate,VL,UE,KS,hod1,hod2,dow1,dow2,week1,week2,holiday,zwickltag,occcount1week,occrate1week,occcount1day,occrate1day,occcountdiff1week,occcountdiff1day,occratediff1week,occratediff1day
2024-04-11 19:00:00,0.0,0.0,-41.0,-0.25,0,0.0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0.01703708685546579,0.6294095225512601,0.7169418695587791,0.04951556604879048,0.985470908713026,0.38034216785622127,0,0,-1.0,-1.0,0.0,0.0,-1.0,-34.0,-1.0,-0.2073170731707317
2024-04-11 20:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0.0669872981077807,0.75,0.7169418695587791,0.04951556604879048,0.985470908713026,0.38034216785622127,0,0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0
2024-04-11 21:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0.14644660940672616,0.8535533905932737,0.7169418695587791,0.04951556604879048,0.985470908713026,0.38034216785622127,0,0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0
2024-04-11 22:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0.24999999999999978,0.9330127018922192,0.7169418695587791,0.04951556604879048,0.985470908713026,0.38034216785622127,0,0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0
2024-04-11 23:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0.37059047744873963,0.9829629131445341,0.7169418695587791,0.04951556604879048,0.985470908713026,0.38034216785622127,0,0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0
2024-04-12 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0.5,1.0,0.28305813044122097,0.04951556604879043,0.985470908713026,0.38034216785622127,0,0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0
2024-04-12 01:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0.6294095225512604,0.9829629131445341,0.28305813044122097,0.04951556604879043,0.985470908713026,0.38034216785622127,0,0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0
2024-04-12 02:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0.75,0.9330127018922194,0.28305813044122097,0.04951556604879043,0.985470908713026,0.38034216785622127,0,0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0
2024-04-12 03:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0.8535533905932737,0.8535533905932737,0.28305813044122097,0.04951556604879043,0.985470908713026,0.38034216785622127,0,0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0
2024-04-12 04:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,,0,0,0,0,0,0.9330127018922193,0.75,0.28305813044122097,0.04951556604879043,0.985470908713026,0.38034216785622127,0,0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0
